LncRNA_symbol	Entrez_ID	Target_official_symbol	Target_entrez_gene_ID	PMID	Source	RadiationDB_target gene_annotation
HOTAIRM1	100506311	hsa-miR-125b-1	406911	27740626	LncRNA2Target	Prediction
HOTAIRM1	100506311	hsa-miR-20a	777935	27740626	LncRNA2Target	Experiment
HOTAIRM1	100506311	hsa-miR-3960	100616250	28280365	LncRNA2Target	-
HOTAIRM1	100506311	hsa-miR-148a-3p	406940	29905017	LncRNA2Target	-
HOTAIRM1	100506311	hsa-miR-498	574460	33537917	LncRNA2Target	Experiment
HULC	728655	ANKRD11	29123	17241883	LncRNA2Target	-
HULC	728655	CDCA4	55038	17241883	LncRNA2Target	-
HULC	728655	CDK8	1024	17241883	LncRNA2Target	Experiment
HULC	728655	CEP83	51134	17241883	LncRNA2Target	-
HULC	728655	CWF19L1	55280	17241883	LncRNA2Target	-
HULC	728655	GGT1	2678	17241883	LncRNA2Target	-
HULC	728655	IWS1	55677	17241883	LncRNA2Target	-
HULC	728655	LTBR	4055	17241883	LncRNA2Target	-
HULC	728655	MKNK2	2872	17241883	LncRNA2Target	-
HULC	728655	MORC2	22880	17241883	LncRNA2Target	-
HULC	728655	NDUFC2	4718	17241883	LncRNA2Target	-
HULC	728655	NF195	0	17241883	LncRNA2Target	-
HULC	728655	NNT	23530	17241883	LncRNA2Target	-
HULC	728655	NOP53	29997	17241883	LncRNA2Target	-
HULC	728655	RPRD1A	55197	17241883	LncRNA2Target	-
HULC	728655	SDC4	6385	17241883	LncRNA2Target	-
HULC	728655	SH3D19	152503	17241883	LncRNA2Target	-
HULC	728655	SNAPC2	6618	17241883	LncRNA2Target	-
HULC	728655	TBCB	1155	17241883	LncRNA2Target	-
HULC	728655	TM9SF3	56889	17241883	LncRNA2Target	-
HULC	728655	VPS4A	27183	17241883	LncRNA2Target	-
HULC	728655	CDKN2C	1031	22685290	LncRNA2Target	-
HULC	728655	UBE2I	7329	25952928	LncRNA2Target	-
HULC	728655	E2F1	1869	26540633	LncRNA2Target	Experiment
HULC	728655	EZH2	2146	27496341	LncRNA2Target	Experiment
HULC	728655	hsa-miR-372	442917	27809873	LncRNA2Target	Experiment
HULC	728655	hsa-miR-373-3p	442918	27809873	LncRNA2Target	-
HULC	728655	hsa-miR-200a-3p	406983	28069548	LncRNA2Target	Experiment
HULC	728655	PTGS2	5743	28634076	LncRNA2Target	Experiment
HULC	728655	hsa-miR-122	406906	28688193	LncRNA2Target	Experiment
HULC	728655	HMGA2	8091	28765279	LncRNA2Target	-
HULC	728655	hsa-miR-29b-3p	0	32572926	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-424-5p	494336	28276314	LncRNA2Target	Experiment
KCNQ1OT1	10984	ABCB1	5243	28600629	LncRNA2Target	Experiment
KCNQ1OT1	10984	ADIPOR1	51094	28780351	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-504	514507	29532864	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-760	100126348	30997746	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-34a-5p	407040	31040703	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-326	442900	31390869	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-185-5p	406961	31755091	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-193a	406968	31837329	LncRNA2Target	-
KCNQ1OT1	10984	LMX1A	4009	31915311	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-124-3p	0	31957833	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-506-3p	574511	32104033	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-129-5p	0	32377169	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-140-5p	406932	32519270	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-149-5p	406941	32753631	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-18b-5p	574033	32905431	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-18b-5p	574033	32989627	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-506-3p	574511	33000204	LncRNA2Target	-
KCNQ1OT1	10984	YAP1	10413	33125099	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-216b	100126319	33394291	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-145-5p	406937	33682985	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-211-5p	406993	33747189	LncRNA2Target	Experiment
KCNQ1OT1	10984	hsa-miR-218-1	407000	33783609	LncRNA2Target	-
KCNQ1OT1	10984	hsa-miR-181a-1	406995	33907874	LncRNA2Target	-
LINC00114	400866	hsa-miR-203a-3p	406986	32196600	LncRNA2Target	Prediction
LINC00210	100885798	hsa-miR-328	442901	32266029	LncRNA2Target	-
LINC00210	100885798	hsa-miR-342-3p	442909	32841458	LncRNA2Target	Experiment
LINC00210	100885798	hsa-miR-328	442901	33110451	LncRNA2Target	-
LINC00261	140828	FOXA2	3170	25843708	LncRNA2Target	-
LINC00261	140828	CDH1	999	27439973	LncRNA2Target	Experiment
LINC00261	140828	CDH2	1000	27439973	LncRNA2Target	-
LINC00261	140828	VIM	7431	27439973	LncRNA2Target	-
LINC00261	140828	SNAI2	6591	27878953	LncRNA2Target	Experiment
LINC00261	140828	hsa-miR-558	693143	30891826	LncRNA2Target	-
LINC00261	140828	hsa-miR-552	693137	32020223	LncRNA2Target	-
LINC00261	140828	hsa-miR-23a-3p	407010	32590069	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-149-5p	406941	28987345	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-342-3p	442909	30323616	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-338-3p	442906	30372802	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-613	693198	30478856	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-320a	407037	30825219	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-30a	407029	31414345	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-539-5p	664612	32021436	LncRNA2Target	-
LINC00460	728192	hsa-miR-342-3p	442909	32493835	LncRNA2Target	Experiment
LINC00460	728192	hsa-miR-361-5p	494323	33063235	LncRNA2Target	-
LINC00460	728192	hsa-miR-320b-1	114482660	33345740	LncRNA2Target	-
LINC00473	90632	hsa-miR-195-5p	406971	29159834	LncRNA2Target	Experiment
LINC00473	90632	AQP3	360	33993193	LncRNA2Target	-
LINC00511	400619	hsa-miR-29B1	407024	28984028	LncRNA2Target	-
LINC00511	400619	hsa-miR-765	768220	29315846	LncRNA2Target	-
LINC00511	400619	hsa-miR-524-3p	574478	31856394	LncRNA2Target	-
LINC00511	400619	hsa-miR-124-3p	0	32373959	LncRNA2Target	-
LINC00511	400619	hsa-miR-150-5p	406942	33031905	LncRNA2Target	Experiment
LINC00662	148189	hsa-miR-34a-5p	407040	31114993	LncRNA2Target	Experiment
LINC00662	148189	hsa-miR-16-5p	0	32096180	LncRNA2Target	Experiment
LINC00662	148189	hsa-miR-497-5p	574456	32558530	LncRNA2Target	-
LINC00662	148189	hsa-miR-34a-5p	407040	33116598	LncRNA2Target	Experiment
LINC00958	100506305	hsa-miR-106a-5p	406899	32894548	LncRNA2Target	Experiment
LINC00963	100506190	EGFR	1956	24691949	LncRNA2Target	Experiment
LINC00963	100506190	FOXO3	2309	29627834	LncRNA2Target	Experiment
LINC00963	100506190	hsa-miR-128-3p	0	32270599	LncRNA2Target	-
LINC00963	100506190	hsa-miR-612	693197	33376349	LncRNA2Target	-
LINC00963	100506190	LILRB2	10288	33495804	LncRNA2Target	-
LINC01094	100505702	hsa-miR-577	693162	33069244	LncRNA2Target	-
LINC01410	103352539	hsa-miR-532-5p	693124	29483646	LncRNA2Target	-
LINC01410	103352539	hsa-miR-122	406906	33583123	LncRNA2Target	Experiment
LINC-ROR	100885779	NANOG	79923	23541921	LncRNA2Target	Experiment
LINC-ROR	100885779	POU5F1	5460	23541921	LncRNA2Target	Experiment
LINC-ROR	100885779	SOX2	6657	23541921	LncRNA2Target	Experiment
LINC-ROR	100885779	CDH1	999	24922071	LncRNA2Target	Experiment
LINC-ROR	100885779	CDH2	1000	24922071	LncRNA2Target	-
LINC-ROR	100885779	COL1A1	1277	24922071	LncRNA2Target	Experiment
LINC-ROR	100885779	FN1	2335	24922071	LncRNA2Target	Experiment
LINC-ROR	100885779	OCEL1	79629	24922071	LncRNA2Target	-
LINC-ROR	100885779	VIM	7431	24922071	LncRNA2Target	-
LINC-ROR	100885779	ZEB1	6935	24922071	LncRNA2Target	Experiment
LINC-ROR	100885779	ZEB2	9839	24922071	LncRNA2Target	Experiment
LINC-ROR	100885779	NFE2L2	4780	25231996	LncRNA2Target	Experiment
LINC-ROR	100885779	TESC	54997	26169368	LncRNA2Target	-
LINC-ROR	100885779	hsa-miR-145-5p	406937	26636540	LncRNA2Target	Experiment
LINC-ROR	100885779	NANOG	79923	26636540	LncRNA2Target	Experiment
LINC-ROR	100885779	NANOG	79923	27602437	LncRNA2Target	Experiment
LINC-ROR	100885779	POU5F1	5460	27602437	LncRNA2Target	Experiment
LINC-ROR	100885779	PROM1	8842	27602437	LncRNA2Target	Prediction
LINC-ROR	100885779	SOX2	6657	27602437	LncRNA2Target	Experiment
LINC-ROR	100885779	TP53	7157	28216611	LncRNA2Target	Experiment
LINC-ROR	100885779	MYC	4609	29039528	LncRNA2Target	Experiment
LINC-ROR	100885779	TP53	7157	29039528	LncRNA2Target	Experiment
LINC-ROR	100885779	hsa-miR-145-5p	406937	29430188	LncRNA2Target	Experiment
LINC-ROR	100885779	hsa-miR-145-5p	406937	29719612	LncRNA2Target	Experiment
LINC-ROR	100885779	hsa-miR-206	406989	30565392	LncRNA2Target	Experiment
LINC-ROR	100885779	hsa-miR-145-5p	406937	31190357	LncRNA2Target	Experiment
LINC-ROR	100885779	hsa-miR-153-5p	0	31539112	LncRNA2Target	-
LINC-ROR	100885779	hsa-miR-6833	102465500	32273727	LncRNA2Target	-
LINP1	108570035	KU80	7250	29527968	LncRNA2Target	-
LNCRI	401296	hsa-miR-210	406992	27160062	LncRNA2Target	Experiment
MAGI2-AS3	100505881	hsa-miR-23a-3p	407010	34026068	LncRNA2Target	Experiment
MALAT1	378938	CCT4	10575	20937273	LncRNA2Target	-
MALAT1	378938	CTHRC1	115908	20937273	LncRNA2Target	-
MALAT1	378938	HMMR	3161	20937273	LncRNA2Target	Experiment
MALAT1	378938	PTBP3	9991	20937273	LncRNA2Target	-
MALAT1	378938	CDH1	999	22722759	LncRNA2Target	Experiment
MALAT1	378938	SNAI2	6591	22722759	LncRNA2Target	Experiment
MALAT1	378938	ZEB1	6935	22722759	LncRNA2Target	Experiment
MALAT1	378938	ZEB2	9839	22722759	LncRNA2Target	Experiment
MALAT1	378938	ABCA1	19	23243023	LncRNA2Target	-
MALAT1	378938	ADAMTS12	81792	23243023	LncRNA2Target	-
MALAT1	378938	ADGRL2	23266	23243023	LncRNA2Target	-
MALAT1	378938	BMPER	168667	23243023	LncRNA2Target	-
MALAT1	378938	CA2	760	23243023	LncRNA2Target	-
MALAT1	378938	CDCP1	64866	23243023	LncRNA2Target	-
MALAT1	378938	COL6A1	1291	23243023	LncRNA2Target	-
MALAT1	378938	CPM	1368	23243023	LncRNA2Target	-
MALAT1	378938	CSF1	1435	23243023	LncRNA2Target	-
MALAT1	378938	CXCL5	6374	23243023	LncRNA2Target	Prediction
MALAT1	378938	DRD1	1812	23243023	LncRNA2Target	-
MALAT1	378938	GPC6	10082	23243023	LncRNA2Target	-
MALAT1	378938	HNF4G	3174	23243023	LncRNA2Target	-
MALAT1	378938	LAYN	143903	23243023	LncRNA2Target	-
MALAT1	378938	LPAR1	1902	23243023	LncRNA2Target	-
MALAT1	378938	LY6K	54742	23243023	LncRNA2Target	-
MALAT1	378938	MCAM	4162	23243023	LncRNA2Target	Experiment
MALAT1	378938	MIA2	117153	23243023	LncRNA2Target	-
MALAT1	378938	NNMT	4837	23243023	LncRNA2Target	-
MALAT1	378938	PRKCE	5581	23243023	LncRNA2Target	Experiment
MALAT1	378938	RASSF6	166824	23243023	LncRNA2Target	-
MALAT1	378938	ROBO1	6091	23243023	LncRNA2Target	Prediction
MALAT1	378938	STC1	6781	23243023	LncRNA2Target	-
MALAT1	378938	CDH1	999	23688988	LncRNA2Target	Experiment
MALAT1	378938	CDH1	999	24449823	LncRNA2Target	Experiment
MALAT1	378938	CDH2	1000	24449823	LncRNA2Target	-
MALAT1	378938	FN1	2335	24449823	LncRNA2Target	Experiment
MALAT1	378938	MAP2K1	5604	24658096	LncRNA2Target	Experiment
MALAT1	378938	MAP2K2	5605	24658096	LncRNA2Target	Experiment
MALAT1	378938	MAPK10	5602	24658096	LncRNA2Target	-
MALAT1	378938	MAPK3	5595	24658096	LncRNA2Target	-
MALAT1	378938	MAPK8	5599	24658096	LncRNA2Target	-
MALAT1	378938	MAPK9	5601	24658096	LncRNA2Target	Experiment
MALAT1	378938	SFRP1	6422	25025966	LncRNA2Target	-
MALAT1	378938	LTBP1	4052	25187517	LncRNA2Target	Prediction
MALAT1	378938	SP1	6667	25187517	LncRNA2Target	Experiment
MALAT1	378938	AKT1	207	25431257	LncRNA2Target	Experiment
MALAT1	378938	MMP9	4318	25431257	LncRNA2Target	Experiment
MALAT1	378938	PCNA	5111	25431257	LncRNA2Target	-
MALAT1	378938	CDKN1A	1026	25538231	LncRNA2Target	Experiment
MALAT1	378938	MYBL2	4605	25538231	LncRNA2Target	-
MALAT1	378938	CDKN1B	1027	25538231	LncRNA2Target	Experiment
MALAT1	378938	EZH2	2146	25600645	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-205-5p	406988	25600645	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-124	0	26242259	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-145-5p	406937	26311052	LncRNA2Target	Experiment
MALAT1	378938	TP53	7157	26335021	LncRNA2Target	Experiment
MALAT1	378938	EZH2	2146	26415832	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-200c-3p	406985	26461224	LncRNA2Target	Experiment
MALAT1	378938	FSD1	79187	26482776	LncRNA2Target	-
MALAT1	378938	EZH2	2146	26516927	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-140-5p	406932	26619802	LncRNA2Target	-
MALAT1	378938	CLDN5	7122	26619802	LncRNA2Target	-
MALAT1	378938	OCLN	100506658	26619802	LncRNA2Target	-
MALAT1	378938	TJP1	7082	26619802	LncRNA2Target	Prediction
MALAT1	378938	CTNNB1	1499	27015363	LncRNA2Target	Experiment
MALAT1	378938	EZH2	2146	27015363	LncRNA2Target	Experiment
MALAT1	378938	ZNF174	7727	27015363	LncRNA2Target	-
MALAT1	378938	CCND1	595	27134488	LncRNA2Target	Experiment
MALAT1	378938	MYC	4609	27134488	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-206	406989	27191262	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-363-3p	574031	27420766	LncRNA2Target	-
MALAT1	378938	hsa-miR-376a-1	0	27458156	LncRNA2Target	-
MALAT1	378938	SNCA	6622	27470562	LncRNA2Target	Prediction
MALAT1	378938	hsa-miR-26b-5p	407017	27524242	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-375	494324	27658300	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-140-5p	406932	27725873	LncRNA2Target	-
MALAT1	378938	CASP3	836	28026003	LncRNA2Target	Experiment
MALAT1	378938	CASP9	842	28026003	LncRNA2Target	-
MALAT1	378938	hsa-miR-506-3p	574511	28031721	LncRNA2Target	-
MALAT1	378938	CDH1	999	28069878	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-203a-3p	406986	28187000	LncRNA2Target	Prediction
MALAT1	378938	hsa-miR-124-1	0	28260102	LncRNA2Target	-
MALAT1	378938	CDH5	1003	28268166	LncRNA2Target	-
MALAT1	378938	CTNNB1	1499	28268166	LncRNA2Target	Experiment
MALAT1	378938	MAPK1	5594	28268166	LncRNA2Target	Prediction
MALAT1	378938	MMP14	4323	28268166	LncRNA2Target	-
MALAT1	378938	MMP2	4313	28268166	LncRNA2Target	-
MALAT1	378938	MMP9	4318	28268166	LncRNA2Target	Experiment
MALAT1	378938	PTK2	5747	28268166	LncRNA2Target	Experiment
MALAT1	378938	PXN	5829	28268166	LncRNA2Target	Experiment
MALAT1	378938	HMGB1	3146	28295550	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-129-1	406917	28346809	LncRNA2Target	-
MALAT1	378938	hsa-miR-142	406934	28346809	LncRNA2Target	-
MALAT1	378938	EZH2	2146	28388584	LncRNA2Target	Experiment
MALAT1	378938	PIK3CB	5291	28413461	LncRNA2Target	Experiment
MALAT1	378938	LTBP3	4054	28469957	LncRNA2Target	-
MALAT1	378938	hsa-miR-145-5p	406937	28535533	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-143-3p	406935	28543721	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-124	0	28550678	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-101-3p	102464801	28551849	LncRNA2Target	Experiment
MALAT1	378938	RAP1B	5908	28551849	LncRNA2Target	-
MALAT1	378938	hsa-miR-200a-3p	406983	28635228	LncRNA2Target	Experiment
MALAT1	378938	ZEB1	6935	28668966	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-217	406999	28701723	LncRNA2Target	-
MALAT1	378938	hsa-miR-30b-5p	4070299	28854438	LncRNA2Target	Prediction
MALAT1	378938	hsa-miR-200c-3p	406985	28899458	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-144-3p	406936	28938647	LncRNA2Target	Experiment
MALAT1	378938	CCAR2	57805	28973437	LncRNA2Target	-
MALAT1	378938	hsa-miR-320a	407037	28977880	LncRNA2Target	Experiment
MALAT1	378938	CCL2	6347	28993096	LncRNA2Target	-
MALAT1	378938	hsa-miR-218-1	407000	29096355	LncRNA2Target	-
MALAT1	378938	hsa-miR-23b-3p	407011	29162158	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-101-3p	102464801	29212230	LncRNA2Target	Experiment
MALAT1	378938	CD36	948	29258822	LncRNA2Target	-
MALAT1	378938	hsa-miR-142	406934	29435112	LncRNA2Target	-
MALAT1	378938	hsa-miR-101-3p	102464801	29484127	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-205-5p	406988	29511451	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-142	406934	29704494	LncRNA2Target	-
MALAT1	378938	hsa-miR-145-5p	406937	29719612	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-148a-3p	406940	29719612	LncRNA2Target	-
MALAT1	378938	hsa-miR-21-5p	406991	29719612	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-124	0	29736319	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-143-3p	406935	29741283	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-129-5p	387148	29808528	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-206	406989	29916897	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-206	406989	30076726	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-34a-5p	407040	30387807	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-22-3p	407004	30431104	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-30	0	30511267	LncRNA2Target	-
MALAT1	378938	hsa-miR-429	554210	30515786	LncRNA2Target	-
MALAT1	378938	hsa-miR-22-3p	407004	30591217	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-15a-5p	406948	30787203	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-96-5p	407053	30970520	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-101-3p	0	31254586	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-17	406952	31257497	LncRNA2Target	-
MALAT1	378938	hsa-miR-150-5p	406942	31304004	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-181a-5p	0	31397203	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-124-3p	0	31466138	LncRNA2Target	-
MALAT1	378938	hsa-miR-181a-5p	0	31480991	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-200a-3p	406983	31500506	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-145-5p	406937	31637891	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-140-5p	406932	31693399	LncRNA2Target	-
MALAT1	378938	hsa-miR-150-5p	406942	31695627	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-202-3p	574448	31863664	LncRNA2Target	-
MALAT1	378938	hsa-miR-19b-1	406980	31933110	LncRNA2Target	-
MALAT1	378938	hsa-miR-1271-5p	100302203	31953613	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-22-3p	407004	32021298	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-206	406989	32084582	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-22-3p	407004	32104001	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-374b-5p	100126317	32141554	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-384	494333	32196610	LncRNA2Target	-
MALAT1	378938	hsa-miR-17	406952	32319624	LncRNA2Target	-
MALAT1	378938	hsa-miR-129-5p	0	32397779	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-101-3p	0	32431516	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-126-3p	406913	32591985	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-205-5p	406988	32655805	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-101-3p	102464801	32934732	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-3129-5p	100422908	32965597	LncRNA2Target	-
MALAT1	378938	hsa-miR-590-5p	693175	33022677	LncRNA2Target	-
MALAT1	378938	hsa-miR-194-5p	0	33117815	LncRNA2Target	-
MALAT1	378938	hsa-miR-613	693198	33149680	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-143-3p	406935	33274006	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-22-3p	407004	33312345	LncRNA2Target	Experiment
MALAT1	378938	hsa-miR-141-3p	406933	33426220	LncRNA2Target	-
MALAT1	378938	hsa-miR-769	768217	33604388	LncRNA2Target	-
MALAT1	378938	hsa-miR-188-5p	406964	33944676	LncRNA2Target	-
MINCR	100507316	AURKA	6790	26351698	LncRNA2Target	Experiment
MINCR	100507316	CDT1	81620	26351698	LncRNA2Target	Prediction
EPIC1	0	MEF2D	4209	30703420	LncRNA2Target	Experiment
NEAT1	283131	HIV-1	0	23362321	LncRNA2Target	-
NEAT1	283131	ADARB2	105	24173718	LncRNA2Target	-
NEAT1	283131	SRp40	857967	25437750	LncRNA2Target	-
NEAT1	283131	hsa-miR-449b-5p	693123	26242266	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-204-5p	406987	27020592	LncRNA2Target	Experiment
NEAT1	283131	FUS	2521	27147820	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-506-3p	574511	27888106	LncRNA2Target	-
NEAT1	283131	hsa-miR-101-3p	102464801	28034643	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-181d-5p	514457	28185956	LncRNA2Target	-
NEAT1	283131	GPHA2	170589	28260918	LncRNA2Target	-
NEAT1	283131	EZH2	2146	28810932	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-218-1	407000	28946559	LncRNA2Target	-
NEAT1	283131	hsa-miR-34a-5p	407040	28968960	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-194-5p	0	29047232	LncRNA2Target	-
NEAT1	283131	MAPK6	5597	29095526	LncRNA2Target	Prediction
NEAT1	283131	hsa-miR-129-1	406917	29147064	LncRNA2Target	-
NEAT1	283131	CALCR	799	29152741	LncRNA2Target	-
NEAT1	283131	hsa-miR-194-1	406969	29180871	LncRNA2Target	-
NEAT1	283131	hsa-miR-124	0	29270022	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-129-1	406917	29319165	LncRNA2Target	-
NEAT1	283131	hsa-miR-448	554212	29323713	LncRNA2Target	Experiment
NEAT1	283131	ZEB1	6935	29323713	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-506-3p	574511	29363783	LncRNA2Target	-
NEAT1	283131	hsa-miR-193b-3p	574455	29416780	LncRNA2Target	-
NEAT1	283131	hsa-miR-365a	100126355	29484420	LncRNA2Target	-
NEAT1	283131	hsa-miR-106B	406900	29515109	LncRNA2Target	-
NEAT1	283131	hsa-miR-145-5p	406937	29719612	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-148a-3p	406940	29719612	LncRNA2Target	-
NEAT1	283131	hsa-miR-21-5p	406991	29719612	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-132-3p	406921	30053878	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-9-5p	0	30096244	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-128	102464793	30203508	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-342-3p	442909	30259979	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-384	494333	30346062	LncRNA2Target	-
NEAT1	283131	hsa-miR-107	406901	30480816	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-101-3p	0	30845377	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-133a	0	30932200	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-335-5p	442904	30937906	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-495-3p	574453	31173352	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-495-3p	574453	31173354	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-124	0	31228597	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-107	406901	31250578	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-181d	574457	31352814	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-29a-3p	407021	31364125	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-34a-5p	407040	31672604	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-410	574434	31734579	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-193a	406968	31868949	LncRNA2Target	-
NEAT1	283131	hsa-miR-129-5p	0	31948324	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-142	406934	31964409	LncRNA2Target	-
NEAT1	283131	hsa-miR-205-5p	406988	32065361	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-23c	100500809	32096162	LncRNA2Target	-
NEAT1	283131	hsa-miR-124	0	32368085	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-212-3p	406994	32442477	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-365a	100126355	32494153	LncRNA2Target	-
NEAT1	283131	hsa-miR-410	574434	32675392	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-183-5p	406959	32693640	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-146B	574447	32710276	LncRNA2Target	-
NEAT1	283131	hsa-miR-195-5p	406971	32749120	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-195a	0	32850952	LncRNA2Target	-
NEAT1	283131	hsa-miR-9-5p	0	32894569	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-543	100126335	33040229	LncRNA2Target	-
NEAT1	283131	hsa-let-7g-5p	406890	33057597	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-1277-3p	100302214	33069733	LncRNA2Target	-
NEAT1	283131	hsa-miR-204-5p	406987	33394349	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-124	0	33522352	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-24-1	407012	33732340	LncRNA2Target	-
NEAT1	283131	hsa-miR-124	0	33817255	LncRNA2Target	Experiment
