Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Cytosolic DNA-sensing pathway Homo sapiens hsa04623	4/64	0.0192786423680681	0.0398185043303089	0	0	4.139240506329114	16.34485661647464	NFKBIA;IL6;MAVS;RELA
KEGG_2016	Primary immunodeficiency Homo sapiens hsa05340	3/37	0.0211084796003512	0.0431942036266447	0	0	5.468361477082947	21.09737846690999	PTPRC;TAP2;RFXANK
KEGG_2016	Epithelial cell signaling in Helicobacter pylori infection Homo sapiens hsa05120	4/68	0.0235241198477698	0.0472620953305193	0	0	3.8797468354430378	14.547999251375218	NFKBIA;JUN;RELA;EGFR
KEGG_2016	Fc epsilon RI signaling pathway Homo sapiens hsa04664	4/68	0.0235241198477698	0.0472620953305193	0	0	3.8797468354430378	14.547999251375218	AKT1;PLA2G4A;PRKCA;PIK3CB
KEGG_2016	Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960	3/39	0.0242568676516302	0.0482952049640567	0	0	5.16403785488959	19.20534338418233	PRKCA;PIK3CB;IGF1
KEGG_2016	Thyroid hormone synthesis Homo sapiens hsa04918	4/71	0.0270520366969056	0.0533794652680013	0	0	3.70546004156433	13.376684747864369	HSPA5;ITPR1;PRKCA;ATF4
KEGG_2016	Cytokine-cytokine receptor interaction Homo sapiens hsa04060	9/265	0.0273647475307618	0.0535186655247644	0	0	2.1957395498392285	7.901368068381164	IL6;TGFB1;CCL8;IL24;TNFSF10;CXCR4;OSMR;EGFR;VEGFA
KEGG_2016	Pertussis Homo sapiens hsa05133	4/75	0.0322229253172823	0.0624672499571877	0	0	3.495988589766447	12.008990393359626	JUN;IL6;IRF1;RELA
KEGG_2016	RNA degradation Homo sapiens hsa03018	4/77	0.0350106096351207	0.0672812585161884	0	0	3.3998612796948158	11.39668904047853	BTG3;BTG2;BTG1;TOB1
KEGG_2016	Aldosterone synthesis and secretion Homo sapiens hsa04925	4/81	0.0409931600239131	0.0774749906553445	0	0	3.2225875390432352	10.29407268219942	PRKCE;ITPR1;PRKCA;ATF4
KEGG_2016	Intestinal immune network for IgA production Homo sapiens hsa04672	3/48	0.0413667370919939	0.0774749906553445	0	0	4.129337539432177	13.153088733201786	IL6;TGFB1;CXCR4
KEGG_2016	Type II diabetes mellitus Homo sapiens hsa04930	3/48	0.0413667370919939	0.0774749906553445	0	0	4.129337539432177	13.153088733201786	PKM;PRKCE;PIK3CB
KEGG_2016	Cocaine addiction Homo sapiens hsa05030	3/49	0.0435598403289956	0.0806998207149539	0	0	4.039363598957619	12.657829132913117	JUN;RELA;ATF4
KEGG_2016	Vascular smooth muscle contraction Homo sapiens hsa04270	5/120	0.0438189071755405	0.0806998207149539	0	0	2.70048309178744	8.446273648280997	ROCK1;PRKCE;ITPR1;PLA2G4A;PRKCA
KEGG_2016	Ovarian steroidogenesis Homo sapiens hsa04913	3/50	0.0458099384745288	0.0830326053273009	0	0	3.953218336801128	12.188777096365673	PLA2G4A;IGF1;IGF1R
KEGG_2016	TGF-beta signaling pathway Homo sapiens hsa04350	4/84	0.0458370038458403	0.0830326053273009	0	0	3.1012658227848102	9.560159172291469	RBL1;TGFB1;ROCK1;RPS6KB1
KEGG_2016	Protein export Homo sapiens hsa03060	2/23	0.0517739865715394	0.0930248051407335	0	0	5.887690925426774	17.43267239082017	HSPA5;SRP72
KEGG_2016	Rheumatoid arthritis Homo sapiens hsa05323	4/90	0.0564389258656687	0.100588730776716	0	0	2.884015307624374	8.290379396787447	JUN;IL6;TGFB1;VEGFA
KEGG_2016	Endocytosis Homo sapiens hsa04144	8/259	0.0574368716305543	0.1007506519142129	0	0	1.984778833384411	5.670649717437498	TGFB1;ERBB3;BIN1;CAV1;WAS;CXCR4;EGFR;IGF1R
KEGG_2016	Legionellosis Homo sapiens hsa05134	3/55	0.0578974334529639	0.1007506519142129	0	0	3.572191215724339	10.177466488529918	NFKBIA;IL6;RELA
KEGG_2016	Basal cell carcinoma Homo sapiens hsa05217	3/55	0.0578974334529639	0.1007506519142129	0	0	3.572191215724339	10.177466488529918	FZD2;CTNNB1;TP53
KEGG_2016	RNA transport Homo sapiens hsa03013	6/172	0.0586721381009838	0.1013011134399798	0	0	2.2462589210344563	6.369919290726784	SUMO1;NMD3;THOC2;THOC5;EIF4E;EIF4G1
KEGG_2016	NOD-like receptor signaling pathway Homo sapiens hsa04621	3/57	0.0631123648075926	0.1081227335075812	0	0	3.4395373291272344	9.502886405792191	NFKBIA;IL6;RELA
KEGG_2016	Maturity onset diabetes of the young Homo sapiens hsa04950	2/26	0.0644760574437839	0.1096092976544326	0	0	5.150943396226415	14.121112115822744	PAX6;NKX2-2
KEGG_2016	Calcium signaling pathway Homo sapiens hsa04020	6/180	0.0698342356898705	0.1178119548661174	0	0	2.1421041071820777	5.701490497255209	ERBB3;ERBB2;ITPR1;PRKCA;VDAC1;EGFR
KEGG_2016	Phosphatidylinositol signaling system Homo sapiens hsa04070	4/98	0.0724403074474582	0.121282635953699	0	0	2.637489900350121	6.923390948266835	ITPR1;PI4KA;PRKCA;PIK3CB
KEGG_2016	Long-term potentiation Homo sapiens hsa04720	3/66	0.0890911102455911	0.1476588571126708	0	0	2.946822893195133	7.125699832292288	ITPR1;PRKCA;ATF4
KEGG_2016	Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261	5/148	0.0895307097425243	0.1476588571126708	0	0	2.1686091686091684	5.233230366084992	BCL2;AKT1;PRKCA;PIK3CB;ATF4
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	5/153	0.0995816847213822	0.163018906099448	0	0	2.094809094809095	4.83225748043986	YAP1;TGFB1;FZD2;CCND1;CTNNB1
KEGG_2016	cAMP signaling pathway Homo sapiens hsa04024	6/199	0.1009019260204988	0.1639656297833105	0	0	1.9293422659318171	4.425151505374788	NFKBIA;JUN;ROCK1;AKT1;PIK3CB;RELA
KEGG_2016	RIG-I-like receptor signaling pathway Homo sapiens hsa04622	3/70	0.1018594238803781	0.1643133772084932	0	0	2.770328169876171	6.32787726252967	NFKBIA;MAVS;RELA
KEGG_2016	Serotonergic synapse Homo sapiens hsa04726	4/112	0.105312733187474	0.1686530002495056	0	0	2.2939521800281293	5.163275611788704	DUSP1;ITPR1;PLA2G4A;PRKCA
KEGG_2016	African trypanosomiasis Homo sapiens hsa05143	2/35	0.1076339551458209	0.1699078863373317	0	0	3.74442538593482	8.346395751574676	IL6;PRKCA
KEGG_2016	Prion diseases Homo sapiens hsa05020	2/35	0.1076339551458209	0.1699078863373317	0	0	3.74442538593482	8.346395751574676	IL6;HSPA5
KEGG_2016	Gastric acid secretion Homo sapiens hsa04971	3/74	0.115307236474714	0.1807297819922822	0	0	2.6137201759452613	5.646040945920688	ATP4A;ITPR1;PRKCA
KEGG_2016	Antigen processing and presentation Homo sapiens hsa04612	3/77	0.1258067045269139	0.1957977584538589	0	0	2.5073748827692044	5.197809798230567	HSPA5;TAP2;RFXANK
KEGG_2016	Axon guidance Homo sapiens hsa04360	4/127	0.1466789819990679	0.2266856994531049	0	0	2.0126582278481013	3.863315332885183	ROCK1;ABL1;CXCR4;EPHA2
KEGG_2016	Peroxisome Homo sapiens hsa04146	3/83	0.1477691417979944	0.2267845856760886	0	0	2.3186119873817037	4.433427431204331	PXMP4;ACSL4;SOD2
KEGG_2016	Type I diabetes mellitus Homo sapiens hsa04940	2/43	0.1506368758167983	0.2295913762449133	0	0	3.0125786163522013	5.702459253489887	ICA1;CPE
KEGG_2016	Dopaminergic synapse Homo sapiens hsa04728	4/129	0.1526159537971317	0.2310145601997679	0	0	1.980253164556962	3.7225405322807066	ITPR1;AKT1;PRKCA;ATF4
KEGG_2016	Insulin secretion Homo sapiens hsa04911	3/85	0.1553501973139806	0.2332899953080398	0	0	2.2618296529968456	4.211692771149075	SLC2A1;PRKCA;ATF4
KEGG_2016	ABC transporters Homo sapiens hsa02010	2/44	0.1562304040976918	0.2332899953080398	0	0	2.940700808625337	5.459185828835179	ABCB7;TAP2
KEGG_2016	Carbohydrate digestion and absorption Homo sapiens hsa04973	2/45	0.161862808540793	0.236428942475094	0	0	2.8721661547462336	5.230232270096859	AKT1;PIK3CB
KEGG_2016	Ether lipid metabolism Homo sapiens hsa00565	2/45	0.161862808540793	0.236428942475094	0	0	2.8721661547462336	5.230232270096859	PLA2G4A;PAFAH1B2
KEGG_2016	Cysteine and methionine metabolism Homo sapiens hsa00270	2/45	0.161862808540793	0.236428942475094	0	0	2.8721661547462336	5.230232270096859	DNMT1;DNMT3B
KEGG_2016	Ubiquinone and other terpenoid-quinone biosynthesis Homo sapiens hsa00130	1/11	0.1626117613403361	0.236428942475094	0	0	6.16614420062696	11.200121132400543	NQO1
KEGG_2016	Hematopoietic cell lineage Homo sapiens hsa04640	3/88	0.1669421519398076	0.2411386639130554	0	0	2.181666357394693	3.905418229847719	IL6;ITGB3;ITGA6
KEGG_2016	Natural killer cell mediated cytotoxicity Homo sapiens hsa04650	4/135	0.1709527908440171	0.2453283556917388	0	0	1.8889747801719972	3.3366242976035783	TNFSF10;PRKCA;PIK3CB;MICB
KEGG_2016	Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961	2/47	0.1732336650081857	0.2469976772052197	0	0	2.744234800838574	4.810956259351896	PRKCA;ESR1
KEGG_2016	Ubiquitin mediated proteolysis Homo sapiens hsa04120	4/137	0.177229902667252	0.2510756954452737	0	0	1.8603787950889883	3.2190273896186854	UBE2D3;CDC27;SIAH1;BRCA1
KEGG_2016	Fatty acid metabolism Homo sapiens hsa01212	2/48	0.178967011837602	0.2519217173000639	0	0	2.68444079846869	4.61872476711261	FASN;ACSL4
KEGG_2016	Malaria Homo sapiens hsa05144	2/49	0.1847290211629672	0.2583867954241504	0	0	2.627191221731567	4.436972033495255	IL6;TGFB1
KEGG_2016	Cell adhesion molecules (CAMs) Homo sapiens hsa04514	4/142	0.1932529930625423	0.2686095060806406	0	0	1.7925151348376445	2.9464559011708564	CD274;PTPRC;ITGAV;ITGA6
KEGG_2016	Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014	2/51	0.1963295962105396	0.2711802547658079	0	0	2.5197022205108457	4.10197548205614	BCL2;TP53
KEGG_2016	Glycosphingolipid biosynthesis - ganglio series Homo sapiens hsa00604	1/15	0.214963905332416	0.2940186701458082	0	0	4.403493058665473	6.769424474545983	ST6GALNAC4
KEGG_2016	Melanogenesis Homo sapiens hsa04916	3/100	0.215524998025434	0.2940186701458082	0	0	1.9105987186575173	2.9321545388283345	FZD2;CTNNB1;PRKCA
KEGG_2016	Regulation of lipolysis in adipocytes Homo sapiens hsa04923	2/56	0.2256745531492284	0.3059759278894446	0	0	2.285814116002795	3.402803122893263	AKT1;PIK3CB
KEGG_2016	Pyrimidine metabolism Homo sapiens hsa00240	3/105	0.2365827574316758	0.3188096914170753	0	0	1.8164780107626648	2.618375319143538	RRM2B;CMPK2;TK1
KEGG_2016	Arachidonic acid metabolism Homo sapiens hsa00590	2/62	0.2612514672410847	0.3499186318804831	0	0	2.056603773584906	2.760521371393824	CBR1;PLA2G4A
KEGG_2016	Carbon metabolism Homo sapiens hsa01200	3/113	0.2709381495906445	0.3607068136116412	0	0	1.683682248351018	2.1986612384569257	H6PD;PKM;SDHD
KEGG_2016	Glutamatergic synapse Homo sapiens hsa04724	3/114	0.2752747813611493	0.3628596393590476	0	0	1.6684286810469775	2.152248765022609	ITPR1;PLA2G4A;PRKCA
KEGG_2016	Steroid biosynthesis Homo sapiens hsa00100	1/20	0.2758390018657013	0.3628596393590476	0	0	3.243854149480284	4.177882733755149	MSMO1
KEGG_2016	Alzheimer's disease Homo sapiens hsa05010	4/168	0.2823928114160028	0.3692829072363113	0	0	1.5063291139240509	1.9046872310446148	COX7B;ITPR1;EIF2AK3;SDHD
KEGG_2016	Mismatch repair Homo sapiens hsa03430	1/23	0.3100808643322098	0.4031051236318728	0	0	2.801082929609575	3.279850082217363	MLH1
KEGG_2016	Inositol phosphate metabolism Homo sapiens hsa00562	2/71	0.3146007521786654	0.406589276207515	0	0	1.787530762920427	2.06719155500948	PI4KA;PIK3CB
KEGG_2016	Vitamin digestion and absorption Homo sapiens hsa04977	1/24	0.321132262124206	0.4102325429447949	0	0	2.679160419790105	3.0432642395717213	SLC19A3
KEGG_2016	Histidine metabolism Homo sapiens hsa00340	1/24	0.321132262124206	0.4102325429447949	0	0	2.679160419790105	3.0432642395717213	AMDHD1
KEGG_2016	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563	1/25	0.3320071783275575	0.4192776366308012	0	0	2.567398119122257	2.830809799850972	GPLD1
KEGG_2016	alpha-Linolenic acid metabolism Homo sapiens hsa00592	1/25	0.3320071783275575	0.4192776366308012	0	0	2.567398119122257	2.830809799850972	PLA2G4A
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	22/1239	0.3373848758537249	0.4236480543390523	0	0	1.1200002205886408	1.2169148873712807	CBR1;PYGB;COX7B;DNMT1;H6PD;ALG3;PLA2G4A;ACSL4;MSMO1;SDHD;GALC;PKM;RRM2B;AMDHD1;FASN;PI4KA;DNMT3B;CMPK2;TK1;CKB;ST6GALNAC4;PAFAH1B2
KEGG_2016	Collecting duct acid secretion Homo sapiens hsa04966	1/27	0.3532387596140118	0.4410495247158	0	0	2.36966481794068	2.465899460320656	ATP4A
KEGG_2016	Oxidative phosphorylation Homo sapiens hsa00190	3/133	0.3582974584351089	0.4448524624390959	0	0	1.4231982528512497	1.4607589426304115	ATP4A;COX7B;SDHD
KEGG_2016	Linoleic acid metabolism Homo sapiens hsa00591	1/29	0.3737975537934666	0.4589403299353118	0	0	2.200179131213614	2.165066314355504	PLA2G4A
KEGG_2016	Pentose phosphate pathway Homo sapiens hsa00030	1/29	0.3737975537934666	0.4589403299353118	0	0	2.200179131213614	2.165066314355504	H6PD
KEGG_2016	Chemical carcinogenesis Homo sapiens hsa05204	2/82	0.378524461969458	0.4621762767693382	0	0	1.5408805031446542	1.496926238814889	CBR1;ARNT
KEGG_2016	Citrate cycle (TCA cycle) Homo sapiens hsa00020	1/30	0.383831324175836	0.4660808936420865	0	0	2.124202788887688	2.034034804908115	SDHD
KEGG_2016	Parkinson's disease Homo sapiens hsa05012	3/142	0.3973469611034523	0.4798561661413276	0	0	1.330435966684066	1.2279197854256012	COX7B;VDAC1;SDHD
KEGG_2016	GABAergic synapse Homo sapiens hsa04727	2/88	0.4123572091522869	0.4952768653405184	0	0	1.4329384232850666	1.2693904158580671	PRKCA;HAP1
KEGG_2016	Salivary secretion Homo sapiens hsa04970	2/89	0.4179088331341449	0.4992316330953839	0	0	1.4163955757970073	1.235793770185373	ITPR1;PRKCA
KEGG_2016	SNARE interactions in vesicular transport Homo sapiens hsa04130	1/34	0.4223889364806443	0.5018707256033462	0	0	1.866343687660302	1.608468626834022	VAMP7
KEGG_2016	mRNA surveillance pathway Homo sapiens hsa03015	2/91	0.4289317508031963	0.506919341858323	0	0	1.3844251289661509	1.171856980643398	MSI1;MSI2
KEGG_2016	Circadian entrainment Homo sapiens hsa04713	2/95	0.4506411272203586	0.5297430272111662	0	0	1.324609454250355	1.0558249797427226	ITPR1;PRKCA
KEGG_2016	Pancreatic secretion Homo sapiens hsa04972	2/96	0.4559954998514667	0.5332010871279056	0	0	1.3104509567777332	1.0290608870081386	ITPR1;PRKCA
KEGG_2016	Pyruvate metabolism Homo sapiens hsa00620	1/40	0.4757617408932855	0.553386024933769	0	0	1.5787316132143718	1.1727419831397663	PKM
KEGG_2016	Retrograde endocannabinoid signaling Homo sapiens hsa04723	2/101	0.4823082175748523	0.5572956351336746	0	0	1.2439489231942062	0.9070526169285836	ITPR1;PRKCA
KEGG_2016	Graft-versus-host disease Homo sapiens hsa05332	1/41	0.4841663436455454	0.5572956351336746	0	0	1.5391849529780564	1.1164120135799158	IL6
KEGG_2016	Vasopressin-regulated water reabsorption Homo sapiens hsa04962	1/44	0.5085827058667118	0.5763937333156067	0	0	1.431581249544361	0.9679313510622812	ARHGDIB
KEGG_2016	Proteasome Homo sapiens hsa03050	1/44	0.5085827058667118	0.5763937333156067	0	0	1.431581249544361	0.9679313510622812	PSMD13
KEGG_2016	Fatty acid degradation Homo sapiens hsa00071	1/44	0.5085827058667118	0.5763937333156067	0	0	1.431581249544361	0.9679313510622812	ACSL4
KEGG_2016	Basal transcription factors Homo sapiens hsa03022	1/45	0.5164626995364406	0.5823380438650683	0	0	1.3989740666856654	0.9243752073751296	TAF9
KEGG_2016	Drug metabolism - other enzymes Homo sapiens hsa00983	1/46	0.5242167237841078	0.5880806901334407	0	0	1.367816091954023	0.8834041394718539	TK1
KEGG_2016	Sphingolipid metabolism Homo sapiens hsa00600	1/47	0.5318467861455691	0.5936269683745998	0	0	1.3380128117759302	0.844821057994537	GALC
KEGG_2016	Notch signaling pathway Homo sapiens hsa04330	1/48	0.5393548622633104	0.598982032965787	0	0	1.309477756286267	0.8084474110026258	HDAC1
KEGG_2016	N-Glycan biosynthesis Homo sapiens hsa00510	1/49	0.546742896342975	0.6041509004589873	0	0	1.2821316614420062	0.7741211107137145	ALG3
KEGG_2016	Arginine and proline metabolism Homo sapiens hsa00330	1/50	0.5540128017436795	0.6091384536584735	0	0	1.255901733734246	0.7416947278731473	CKB
KEGG_2016	Vibrio cholerae infection Homo sapiens hsa05110	1/51	0.5611664614340138	0.6109250639256997	0	0	1.2307210031347962	0.7110339152612112	PRKCA
KEGG_2016	Mineral absorption Homo sapiens hsa04978	1/51	0.5611664614340138	0.6109250639256997	0	0	1.2307210031347962	0.7110339152612112	FTH1
KEGG_2016	Glutathione metabolism Homo sapiens hsa00480	1/52	0.56820572844204	0.6155562058122099	0	0	1.2065277521666975	0.6820160271994192	RRM2B
KEGG_2016	Starch and sucrose metabolism Homo sapiens hsa00500	1/56	0.5952549094258996	0.6417138291859699	0	0	1.1185522941008834	0.5802663915548814	PYGB
KEGG_2016	Glycerolipid metabolism Homo sapiens hsa00561	1/59	0.6144271892485136	0.6591670331258325	0	0	1.0605339963247216	0.5165488263182955	MOGAT1
KEGG_2016	Renin secretion Homo sapiens hsa04924	1/64	0.6443899763629481	0.6879719071314567	0	0	0.9761158381848036	0.4289552596329208	ITPR1
KEGG_2016	Aminoacyl-tRNA biosynthesis Homo sapiens hsa00970	1/66	0.6557146463022113	0.6966968116960995	0	0	0.9459850494333252	0.3992336684318772	SARS2
KEGG_2016	Glycolysis / Gluconeogenesis Homo sapiens hsa00010	1/67	0.6612414288763692	0.6992074439314717	0	0	0.9316044457110289	0.3853453767625775	PKM
KEGG_2016	PPAR signaling pathway Homo sapiens hsa03320	1/69	0.6720310593758568	0.7072326862955446	0	0	0.904112115065462	0.3593400112903666	ACSL4
KEGG_2016	Bile secretion Homo sapiens hsa04976	1/71	0.682478072651104	0.714823005004237	0	0	0.8781907747424988	0.3354907257094683	SLC2A1
KEGG_2016	Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980	1/73	0.6925933152519633	0.7219958616541694	0	0	0.8537095088819227	0.3135780021571331	CBR1
KEGG_2016	Biosynthesis of amino acids Homo sapiens hsa01230	1/74	0.6975298181645613	0.7237281211942163	0	0	0.8419719156610984	0.3032867173327886	PKM
KEGG_2016	Cardiac muscle contraction Homo sapiens hsa04260	1/78	0.7164980452753039	0.7399348972235615	0	0	0.7980702682897041	0.2660604744057336	COX7B
KEGG_2016	Ribosome biogenesis in eukaryotes Homo sapiens hsa03008	1/89	0.7627649486386596	0.7840514123215989	0	0	0.6979196352237105	0.1890003761353404	NMD3
KEGG_2016	Morphine addiction Homo sapiens hsa05032	1/91	0.7703292673070383	0.788160963309516	0	0	0.6823406478578893	0.1780480824294411	PRKCA
KEGG_2016	Purine metabolism Homo sapiens hsa00230	2/176	0.7754377483712251	0.7897315317513398	0	0	0.7050531338104533	0.1793144519920717	PKM;RRM2B
KEGG_2016	Alcoholism Homo sapiens hsa05034	2/179	0.7834058023147555	0.7919107491654847	0	0	0.6929964822513591	0.1691635259820125	HDAC1;ATF4
KEGG_2016	Glycerophospholipid metabolism Homo sapiens hsa00564	1/95	0.7847441360508648	0.7919107491654847	0	0	0.6531714800240112	0.1583271701889748	PLA2G4A
KEGG_2016	Spliceosome Homo sapiens hsa03040	1/134	0.8856627079846177	0.8875044146341118	0	0	0.4607207674358309	0.055940297072741	THOC2
KEGG_2016	Systemic lupus erythematosus Homo sapiens hsa05322	1/135	0.8875044146341118	0.8875044146341118	0	0	0.457259158751696	0.0545701234856722	ACTN1
